0.46390465,0.026401347,0.000866361,0.000574168,0.000415562
0.79730588,0.026158419,0.000866942,0.00058703,0.000433888
3.7613056,0.80251503,0.002223694,0.000601058,0.000431747
0.75025982,0.040293891,0.000970882,0.000371209,0.000436679
0.78946644,0.081716783,0.001306011,0.000515835,0.000436802
0.74589193,0.036734771,0.000881447,0.00056606,0.000443834
0.76366878,0.042709108,0.000829577,0.000541374,0.000416036
0.6355195,0.010874595,0.000766571,0.000524372,0.000425087
0.89458436,0.034872461,0.001225222,0.000558554,0.000386083
0.44449428,0.014422996,0.000812696,0.000468228,0.000411152
5.4975586,0.22536367,0.000854359,0.000566827,0.00046028
0.22248372,0.020120574,0.000701652,0.000543846,0.000432106
0.24301398,0.084861264,0.000977372,0.000597028,0.00042511
0.12972145,0.022755377,0.000871345,0.000599491,0.000429677
2.4287577,0.17332131,0.001338832,0.000571652,0.0004125
0.25681028,0.014257784,0.000886496,0.000453059,0.000421956
0.095705763,0.13074191,0.00106922,0.00052455,0.000377817
0.35430118,0.018903239,0.000828532,0.000491317,0.000417202
2.0446572,0.089581899,0.001273583,0.000517482,0.000421628
0.46115825,0.026151938,0.000711682,0.000521683,0.000419915
2.7769139,0.16824257,0.000969745,0.000505884,0.000410788
0.37403256,0.025022445,0.000614758,0.000529825,0.000407463
1.2884451,0.28623268,0.001204587,0.000520234,0.000414163
0.32105884,0.025525112,0.000732079,0.000613915,0.000423615
0.32402369,0.02795136,0.00173466,0.000599806,0.000438692
0.13700689,0.025843821,0.000964543,0.000497806,0.000406138
0.59667152,0.53339177,0.000726647,0.000509708,0.000446692
0.15293349,0.04213912,0.000912849,0.000472564,0.000426433
0.64530468,0.14557135,0.001440362,0.000511296,0.000414161
0.1268979,0.037758522,0.000809797,0.000635629,0.000441876
0.40965667,0.10824823,0.000830746,0.000565023,0.00038027
0.13250223,0.020394491,0.000679928,0.000516928,0.000438204
0.37782383,0.10861043,0.001146506,0.000605254,0.000385297
0.10670035,0.013521217,0.000914295,0.000416174,0.000435354
0.37770873,0.51457769,0.000224149,0.000609101,0.000402243
0.090143964,0.048263114,0.000844331,0.000479825,0.000423637
0.56575966,0.16893648,0.00080941,0.000540008,0.000398293
0.078875542,0.013957579,0.00079684,0.000653063,0.000393032
0.30803213,0.33661631,0.001396241,0.000590928,0.000460471
0.087047525,0.039320912,0.000775469,0.000664508,0.00043077
0.10201307,0.17883523,0.001080446,0.000560838,0.000402405
0.09315937,0.016743142,0.00077888,0.000569603,0.000430562
0.54621565,0.12717427,0.000947251,0.000599903,0.000414875
0.080724508,0.008462485,0.000815661,0.00041554,0.000417342
0.36203131,0.13456786,0.000529597,0.000549126,0.000410932
0.069603778,0.028756304,0.000724418,0.000506037,0.000428896
0.2262996,0.047419492,0.001582519,0.000513193,0.00039815
0.049429417,0.026320426,0.000879274,0.00069374,0.000406996
0.15230401,0.13776655,0.001121712,0.00054315,0.000438892
0.061516248,0.036094386,0.000829158,0.000521792,0.000425162
0.28983638,0.1544264,0.000648452,0.000556184,0.000429118
0.062306952,0.048626494,0.000848523,0.000461172,0.000420354
0.11603045,0.16945852,0.000832864,0.000577679,0.000406871
0.066218577,0.043537091,0.000885561,0.000538119,0.000434889
0.13604276,0.10049079,0.000483412,0.000562944,0.00046038
0.056278229,0.016192302,0.000914385,0.000556936,0.000428061
0.091861919,0.10477354,0.000630964,0.000535325,0.000400673
0.069574974,0.010545864,0.000915348,0.000478126,0.000420871
0.14363305,0.069879241,0.000645567,0.000537652,0.000427597
0.051675934,0.012658207,0.00095252,0.000478727,0.000422477
0.16830724,0.047007356,0.000208999,0.000506357,0.000446473
0.04870661,0.014413314,0.00075903,0.000556873,0.00043082
0.18248549,0.075035334,0.001423239,0.000508897,0.000407774
0.034988843,0.012612048,0.000853615,0.000572863,0.000417668
0.10883803,0.20723902,0.001079633,0.000495142,0.000419213
0.049831048,0.006553729,0.001001686,0.000583629,0.000412185
0.06805487,0.036966525,0.000348985,0.000515279,0.000423137
0.056346666,0.019201197,0.000750128,0.000501955,0.000410271
0.049655184,0.028052267,0.000939688,0.000534053,0.000439767
0.053709865,0.030392718,0.000924218,0.000485545,0.000416957
0.095677048,0.038167439,0.000514619,0.000508709,0.000395844
0.0464692,0.038411751,0.000699008,0.000676622,0.000421419
0.12338592,0.1076718,0.000906572,0.000558079,0.000412991
0.040857993,0.045461688,0.000808336,0.000503867,0.000406632
0.084401496,0.022914166,0.000958309,0.00055023,0.000418181
0.043496545,0.045190796,0.000905564,0.000458718,0.000427341
0.2921252,0.07282611,0.001169233,0.000539036,0.000430415
0.037747581,0.033709176,0.000999308,0.000527503,0.00043652
0.37752968,0.037261281,0.000563889,0.000567216,0.000411569
0.035007194,0.007921971,0.000903268,0.000551548,0.000436808
0.036992557,0.040634897,0.00032948,0.000579491,0.000397972
0.038139977,0.010064264,0.000870619,0.000470989,0.000427324
0.40784732,0.024999488,0.000547886,0.000532262,0.000442107
0.045116048,0.025935309,0.000847054,0.000486853,0.000429907
0.2002819,0.053442068,0.001070322,0.000521469,0.000435165
0.041681655,0.034362402,0.000769484,0.000627911,0.000424178
0.041674521,0.020618044,0.000668232,0.00054056,0.000419868
0.043483105,0.040606182,0.000774748,0.000521393,0.000420395
0.094777696,0.10743334,0.001010229,0.000528494,0.000425045
0.040264569,0.022213971,0.000683884,0.000594466,0.000431679
0.085754298,0.026986228,0.000914929,0.000542281,0.000436236
0.036128104,0.018940417,0.000807911,0.000474983,0.000425207
0.022394847,0.038574941,0.000667948,0.000520633,0.000397971
0.029039972,0.016244985,0.000767652,0.000638717,0.000414288
0.038078733,0.026234888,0.000662828,0.000521771,0.000419986
0.0263089,0.002920548,0.000804667,0.000709205,0.00040775
0.030310113,0.091340221,0.001180727,0.000557415,0.000423653
0.030934036,0.006509672,0.000914496,0.000595347,0.000412688
0.081135832,0.035464659,0.00067178,0.000539682,0.000420674
0.035714556,0.005526109,0.00076786,0.000633808,0.000417232
0.054301105,0.055972531,0.000467036,0.000579787,0.000429056
0.037453428,0.003126169,0.000694069,0.000512056,0.000410796
0.024392843,0.035347082,0.000460186,0.000584647,0.000432164
0.034190968,0.009564085,0.000910535,0.000506949,0.000421379
0.049906455,0.041159697,0.000402422,0.000575366,0.000399155
0.031019611,0.018369941,0.000744967,0.000560265,0.000422676
0.051290795,0.049372409,0.000910701,0.000572083,0.000413269
0.02542712,0.011706732,0.000727538,0.000666689,0.000423342
0.019063726,0.062712699,0.000658539,0.000545704,0.000416953
0.031440057,0.020473216,0.000858429,0.000583508,0.000421486
0.04668076,0.008145847,0.000477369,0.000544031,0.000432663
0.03518514,0.014502968,0.000805654,0.000560249,0.000421875
0.059262726,0.030458625,0.000752208,0.00053638,0.000455269
0.030669993,0.008745747,0.000784412,0.000533789,0.000410371
0.023714161,0.015014873,0.000877972,0.000500033,0.000428471
0.029969443,0.012738721,0.00075504,0.000501792,0.000421141
0.013094808,0.025385153,0.0006297,0.000492009,0.000424553
0.023607306,0.007895149,0.000700374,0.000609658,0.000408813
0.046439506,0.016950361,0.000623421,0.000508389,0.000402877
0.026388081,0.00676991,0.000663384,0.000542059,0.000419755
0.022843949,0.049505841,0.000714469,0.000520631,0.000459802
0.033138342,0.008323979,0.000843496,0.000595721,0.000430282
0.014023311,0.062691048,0.000673588,0.000586217,0.000440555
0.027787317,0.007062023,0.000983614,0.000593498,0.000423708
0.047780529,0.047803611,0.000505162,0.00057848,0.000380055
0.021731952,0.007766679,0.000898315,0.000479283,0.0004196
0.011523427,0.009701796,0.000987211,0.000533159,0.000403539
